datetime,event,delta_prev_fc,pre_pips,pre_max_pips,pre_min_pips,pre_mean_pips
2019-01-03 15:15:00,ADP Nonfarm Employment Change  (Dec),179K vs 157K,33.99999999999848,49.69999999999919,-25.000000000001688,0.02284153005463914
2019-01-03 15:30:00,Initial Jobless Claims,220K vs 221K,31.599999999998296,49.69999999999919,-25.000000000001688,0.020107526881718456
2019-01-03 17:00:00,ISM Manufacturing PMI  (Dec),57.7 vs 59.3,58.499999999999105,74.99999999999841,-25.000000000001688,0.0427450980392149
2019-01-04 15:30:00,Nonfarm Payrolls  (Dec),178K vs 176K,-36.200000000001786,25.699999999999612,-37.80000000000116,-0.048494623655897406
2019-01-04 15:30:00,Unemployment Rate  (Dec),3.7% vs 3.7%,-36.200000000001786,25.699999999999612,-37.80000000000116,-0.048494623655897406
2019-01-07 17:00:00,ISM Non-Manufacturing PMI  (Dec),59.6 vs 60.7,56.199999999999584,65.3999999999999,-2.6999999999999247,0.04392156862744048
2019-01-08 17:00:00,JOLTS Job Openings  (Nov),7.063M vs 7.131M,-35.199999999999676,7.599999999998719,-54.60000000000021,-0.03794117647059298
2019-01-10 15:30:00,Initial Jobless Claims,225K vs 233K,-29.799999999999827,18.599999999999728,-34.899999999999935,-0.03903225806449727
2019-01-11 15:30:00,Core CPI (MoM)  (Dec),0.2% vs 0.2%,-11.000000000001009,41.09999999999836,-24.100000000000232,-0.014731182795673673
2019-01-11 15:30:00,CPI (YoY)  (Dec),1.9% vs 2.2%,-11.000000000001009,41.09999999999836,-24.100000000000232,-0.014731182795673673
2019-01-11 15:30:00,CPI (MoM)  (Dec),-0.1% vs 0.0%,-11.000000000001009,41.09999999999836,-24.100000000000232,-0.014731182795673673
2019-01-15 15:30:00,PPI (MoM)  (Dec),-0.1% vs 0.1%,-28.600000000000847,20.999999999999908,-56.400000000000894,-0.03279569892473354
2019-01-17 15:30:00,Initial Jobless Claims,219K vs 216K,-5.800000000000249,10.200000000000209,-24.399999999999977,-0.0094725511302212
2019-01-24 15:30:00,Initial Jobless Claims,219K vs 212K,-11.900000000000244,9.699999999999154,-75.10000000000127,-0.017849462365572243
2019-01-30 15:15:00,ADP Nonfarm Employment Change  (Jan),180K vs 263K,-25.899999999998702,14.899999999999913,-28.799999999999937,-0.035191256830654494
2019-01-31 15:30:00,Initial Jobless Claims,215K vs 200K,6.300000000001305,32.300000000000665,-10.300000000000864,-0.004301075268780917
2019-02-01 15:30:00,Nonfarm Payrolls  (Jan),165K vs 222K,24.200000000000887,39.20000000000145,-12.199999999999989,0.019032258064502334
2019-02-01 15:30:00,Unemployment Rate  (Jan),3.9% vs 3.9%,24.200000000000887,39.20000000000145,-12.199999999999989,0.019032258064502334
2019-02-01 17:00:00,ISM Manufacturing PMI  (Jan),54.2 vs 54.3,21.999999999999797,39.20000000000145,-12.199999999999989,0.014803921568617767
2019-02-05 17:00:00,ISM Non-Manufacturing PMI  (Jan),57.2 vs 58.0,-30.200000000000227,3.6999999999998145,-31.799999999999606,-0.03676470588240223
2019-02-07 15:30:00,Initial Jobless Claims,221K vs 253K,-23.599999999999177,1.80000000000069,-42.10000000000047,-0.033118279569837254
2019-02-12 17:00:00,JOLTS Job Openings  (Dec),6.900M vs 7.166M,22.600000000001508,27.600000000000957,-18.299999999999983,0.016764705882325624
2019-02-13 15:30:00,Core CPI (MoM)  (Jan),0.2% vs 0.2%,-46.800000000000175,11.499999999999844,-48.99999999999905,-0.05268817204297629
2019-02-13 15:30:00,CPI (MoM)  (Jan),0.1% vs -0.1%,-46.800000000000175,11.499999999999844,-48.99999999999905,-0.05268817204297629
2019-02-13 15:30:00,CPI (YoY)  (Jan),1.5% vs 1.9%,-46.800000000000175,11.499999999999844,-48.99999999999905,-0.05268817204297629
2019-02-14 15:30:00,PPI (MoM)  (Jan),0.1% vs -0.1%,40.70000000000018,51.600000000000534,-8.399999999999519,0.042258064516138456
2019-02-14 15:30:00,Retail Sales (MoM)  (Dec),0.1% vs 0.1%,40.70000000000018,51.600000000000534,-8.399999999999519,0.042258064516138456
2019-02-14 15:30:00,Core Retail Sales (MoM)  (Dec),0.0% vs 0.2%,40.70000000000018,51.600000000000534,-8.399999999999519,0.042258064516138456
2019-02-14 15:30:00,Initial Jobless Claims,225K vs 235K,40.70000000000018,51.600000000000534,-8.399999999999519,0.042258064516138456
2019-02-21 15:30:00,Initial Jobless Claims,220K vs 239K,2.500000000000835,21.700000000000053,-24.399999999999977,-0.010548977395024332
2019-02-28 15:30:00,GDP (QoQ)  (Q4),2.6% vs 3.4%,22.199999999998887,47.59999999999876,-4.999999999999449,0.01204301075269783
2019-02-28 15:30:00,Initial Jobless Claims,221K vs 217K,22.199999999998887,47.59999999999876,-4.999999999999449,0.01204301075269783
2019-03-01 15:30:00,Core PCE Price Index (YoY)  (Dec),1.9% vs 1.9%,19.200000000001438,19.500000000001183,-16.899999999999693,0.01634408602150501
2019-03-01 15:30:00,Core PCE Price Index (MoM)  (Dec),0.2% vs 0.2%,19.200000000001438,19.500000000001183,-16.899999999999693,0.01634408602150501
2019-03-01 17:00:00,ISM Manufacturing PMI  (Feb),55.5 vs 56.6,16.100000000001113,38.3,-16.899999999999693,0.010686274509802092
2019-03-05 17:00:00,ISM Non-Manufacturing PMI  (Feb),57.3 vs 56.7,-31.09999999999946,1.40000000000029,-45.50000000000054,-0.04127450980394597
2019-03-06 15:15:00,ADP Nonfarm Employment Change  (Feb),189K vs 300K,6.299999999999084,13.700000000000934,-15.700000000000713,-0.004918032786878637
2019-03-07 15:30:00,Initial Jobless Claims,225K vs 226K,-61.59999999999943,13.600000000000279,-63.999999999999616,-0.069784946236577
2019-03-08 15:30:00,Nonfarm Payrolls  (Feb),181K vs 311K,33.30000000000055,46.39999999999978,-9.500000000000064,0.030967741935510065
2019-03-08 15:30:00,Unemployment Rate  (Feb),3.9% vs 4.0%,33.30000000000055,46.39999999999978,-9.500000000000064,0.030967741935510065
2019-03-11 14:30:00,Retail Sales (MoM)  (Jan),0.0% vs -1.6%,16.799999999999038,23.100000000000342,-12.300000000000644,0.012413793103412198
2019-03-11 14:30:00,Core Retail Sales (MoM)  (Jan),0.4% vs -2.1%,16.799999999999038,23.100000000000342,-12.300000000000644,0.012413793103412198
2019-03-12 14:30:00,Core CPI (MoM)  (Feb),0.2% vs 0.2%,10.900000000000354,20.700000000000163,-14.700000000000824,0.002873563218412182
2019-03-12 14:30:00,CPI (MoM)  (Feb),0.2% vs 0.0%,10.900000000000354,20.700000000000163,-14.700000000000824,0.002873563218412182
2019-03-12 14:30:00,CPI (YoY)  (Feb),1.6% vs 1.6%,10.900000000000354,20.700000000000163,-14.700000000000824,0.002873563218412182
2019-03-13 14:30:00,PPI (MoM)  (Feb),0.2% vs -0.1%,9.900000000000464,15.399999999998748,-12.100000000001554,-0.0036781609195439082
2019-03-14 14:30:00,Initial Jobless Claims,225K vs 223K,-38.3,0.40000000000040004,-43.100000000000364,-0.047011494252849756
2019-03-15 16:00:00,JOLTS Job Openings  (Jan),7.310M vs 7.479M,29.200000000000337,38.10000000000091,-6.200000000000649,0.026250000000042444
2019-03-21 14:30:00,Initial Jobless Claims,226K vs 230K,-35.799999999999166,13.499999999999623,-45.199999999998575,-0.047011494252854856
