datetime,event,delta_act_fc,delta_act_prev,post_pips,post_max_pips,post_min_pips,post_mean_pips
2019-01-03 15:15:00,ADP Nonfarm Employment Change  (Dec),271K vs 179K,271K vs 157K,26.800000000000157,44.69999999999974,-4.999999999999449,0.035047619047649865
2019-01-03 15:30:00,Initial Jobless Claims,231K vs 220K,231K vs 221K,27.200000000000557,45.100000000000136,-4.599999999999049,0.04039215686277027
2019-01-03 17:00:00,ISM Manufacturing PMI  (Dec),54.1 vs 57.7,54.1 vs 59.3,0.700000000000145,18.599999999999728,-9.600000000000719,-0.010238095238067148
2019-01-04 15:30:00,Nonfarm Payrolls  (Dec),312K vs 178K,312K vs 176K,41.89999999999916,65.29999999999924,-6.800000000000139,0.07377777777789596
2019-01-04 15:30:00,Unemployment Rate  (Dec),3.9% vs 3.7%,3.9% vs 3.7%,41.89999999999916,65.29999999999924,-6.800000000000139,0.07377777777789596
2019-01-07 17:00:00,ISM Non-Manufacturing PMI  (Dec),57.6 vs 59.6,57.6 vs 60.7,15.399999999998748,22.699999999999942,-1.40000000000029,0.017142857142842565
2019-01-08 17:00:00,JOLTS Job Openings  (Nov),6.888M vs 7.063M,6.888M vs 7.131M,-0.8999999999992347,17.400000000000748,-5.499999999998284,-0.007159904534621315
2019-01-10 15:30:00,Initial Jobless Claims,216K vs 225K,216K vs 233K,-27.900000000000702,4.299999999999304,-40.800000000000836,-0.04725490196079783
2019-01-11 15:30:00,Core CPI (MoM)  (Dec),0.2% vs 0.2%,0.2% vs 0.2%,-21.999999999999797,6.6000000000010495,-29.600000000000737,-0.049777777777812754
2019-01-11 15:30:00,CPI (YoY)  (Dec),1.9% vs 1.9%,1.9% vs 2.2%,-21.999999999999797,6.6000000000010495,-29.600000000000737,-0.049777777777812754
2019-01-11 15:30:00,CPI (MoM)  (Dec),-0.1% vs -0.1%,-0.1% vs 0.0%,-21.999999999999797,6.6000000000010495,-29.600000000000737,-0.049777777777812754
2019-01-15 15:30:00,PPI (MoM)  (Dec),-0.2% vs -0.1%,-0.2% vs 0.1%,-33.69999999999873,15.400000000000968,-57.49999999999922,-0.07352941176471302
2019-01-17 15:30:00,Initial Jobless Claims,213K vs 219K,213K vs 216K,-2.500000000000835,10.399999999999299,-19.800000000000928,-0.016274509803945465
2019-01-24 15:30:00,Initial Jobless Claims,199K vs 219K,199K vs 212K,-68.69999999999932,10.300000000000864,-81.10000000000062,-0.14470588235294876
2019-01-30 15:15:00,ADP Nonfarm Employment Change  (Jan),213K vs 180K,213K vs 263K,70.5,91.60000000000056,-2.500000000000835,0.11599999999999018
2019-01-31 15:30:00,Initial Jobless Claims,253K vs 215K,253K vs 200K,-43.89999999999894,1.100000000000545,-54.30000000000046,-0.09666011787817143
2019-02-01 15:30:00,Nonfarm Payrolls  (Jan),304K vs 165K,304K vs 222K,-14.400000000001079,19.299999999999873,-21.600000000001618,-0.03422222222225398
2019-02-01 15:30:00,Unemployment Rate  (Jan),4.0% vs 3.9%,4.0% vs 3.9%,-14.400000000001079,19.299999999999873,-21.600000000001618,-0.03422222222225398
2019-02-01 17:00:00,ISM Manufacturing PMI  (Jan),56.6 vs 54.2,56.6 vs 54.3,-12.399999999999078,21.300000000001873,-14.399999999998858,-0.03555555555560345
2019-02-05 17:00:00,ISM Non-Manufacturing PMI  (Jan),56.7 vs 57.2,56.7 vs 58.0,-5.599999999998939,7.500000000000284,-8.500000000000174,-0.011666666666711376
