datetime,event,delta_act_fc,delta_act_prev,post_pips,post_max_pips,post_min_pips,post_mean_pips
2019-02-14 15:30:00,Initial Jobless Claims,239K vs 225K,239K vs 235K,24.999999999999467,40.10000000000069,-5.1000000000001044,0.048823529411792854
2019-02-21 15:30:00,Initial Jobless Claims,216K vs 220K,216K vs 239K,-17.400000000000748,15.600000000000058,-27.800000000000047,-0.04204322200392552
2019-02-28 15:30:00,GDP (QoQ)  (Q4),2.6% vs 2.6%,2.6% vs 3.4%,-35.89999999999982,0.0,-46.800000000000175,-0.08254901960782664
2019-02-28 15:30:00,Initial Jobless Claims,225K vs 221K,225K vs 217K,-35.89999999999982,0.0,-46.800000000000175,-0.08254901960782664
2019-03-01 15:30:00,Core PCE Price Index (YoY)  (Dec),1.9% vs 1.9%,1.9% vs 1.9%,-17.799999999998928,27.399999999999647,-26.699999999999502,-0.04039215686269189
2019-03-01 15:30:00,Core PCE Price Index (MoM)  (Dec),0.2% vs 0.2%,0.2% vs 0.2%,-17.799999999998928,27.399999999999647,-26.699999999999502,-0.04039215686269189
2019-03-01 17:00:00,ISM Manufacturing PMI  (Feb),54.2 vs 55.5,54.2 vs 56.6,-32.90000000000015,12.299999999998423,-41.80000000000072,-0.07928571428563101
2019-03-05 17:00:00,ISM Non-Manufacturing PMI  (Feb),59.7 vs 57.3,59.7 vs 56.7,-18.599999999999728,0.0,-36.40000000000087,-0.0569047619047329
2019-03-06 15:15:00,ADP Nonfarm Employment Change  (Feb),183K vs 189K,183K vs 300K,2.0999999999982144,20.499999999998852,-18.500000000001293,0.0043809523809641635
2019-03-07 15:30:00,Initial Jobless Claims,223K vs 225K,223K vs 226K,-74.89999999999996,0.6000000000017103,-91.39999999999927,-0.1507843137255071
2019-03-08 15:30:00,Nonfarm Payrolls  (Feb),20K vs 181K,20K vs 311K,10.40000000000152,25.400000000002088,-6.099999999999994,0.010196078431400161
2019-03-08 15:30:00,Unemployment Rate  (Feb),3.8% vs 3.9%,3.8% vs 4.0%,10.40000000000152,25.400000000002088,-6.099999999999994,0.010196078431400161
2019-03-11 14:30:00,Retail Sales (MoM)  (Jan),0.2% vs 0.0%,0.2% vs -1.6%,7.300000000001194,13.099999999999223,-19.800000000000928,-0.0026315789473467057
2019-03-11 14:30:00,Core Retail Sales (MoM)  (Jan),0.9% vs 0.4%,0.9% vs -2.1%,7.300000000001194,13.099999999999223,-19.800000000000928,-0.0026315789473467057
2019-03-12 14:30:00,Core CPI (MoM)  (Feb),0.1% vs 0.2%,0.1% vs 0.2%,21.800000000000708,38.7000000000004,-0.2999999999997449,0.01456140350878552
2019-03-12 14:30:00,CPI (MoM)  (Feb),0.2% vs 0.2%,0.2% vs 0.0%,21.800000000000708,38.7000000000004,-0.2999999999997449,0.01456140350878552
2019-03-12 14:30:00,CPI (YoY)  (Feb),1.5% vs 1.6%,1.5% vs 1.6%,21.800000000000708,38.7000000000004,-0.2999999999997449,0.01456140350878552
2019-03-13 14:30:00,PPI (MoM)  (Feb),0.1% vs 0.2%,0.1% vs -0.1%,31.400000000001427,39.5000000000012,-8.499999999997954,0.03771929824561962
2019-03-14 14:30:00,Initial Jobless Claims,229K vs 225K,229K vs 223K,-3.6999999999998145,2.80000000000058,-13.900000000000023,-0.014736842105285686
2019-03-15 16:00:00,JOLTS Job Openings  (Jan),7.581M vs 7.310M,7.581M vs 7.479M,-5.499999999998284,14.800000000001479,-15.199999999999658,-0.03452380952379779
2019-03-21 14:30:00,Initial Jobless Claims,221K vs 226K,221K vs 230K,-23.299999999999432,0.10000000000065512,-54.09999999999915,-0.043157894736828774
2019-03-28 14:30:00,GDP (QoQ)  (Q4),2.2% vs 2.4%,2.2% vs 2.6%,-5.199999999998539,7.300000000001194,-17.799999999998928,-0.01596491228076739
2019-03-28 14:30:00,Initial Jobless Claims,211K vs 220K,211K vs 216K,-5.199999999998539,7.300000000001194,-17.799999999998928,-0.01596491228076739
2019-03-29 14:30:00,Core PCE Price Index (MoM)  (Jan),0.1% vs 0.2%,0.1% vs 0.2%,-14.600000000000168,14.099999999999113,-19.400000000000528,-0.03470588235294214
2019-03-29 14:30:00,Core PCE Price Index (YoY)  (Jan),1.8% vs 1.9%,1.8% vs 2.0%,-14.600000000000168,14.099999999999113,-19.400000000000528,-0.03470588235294214
2019-04-01 14:30:00,Core Retail Sales (MoM)  (Feb),-0.4% vs 0.4%,-0.4% vs 1.4%,-32.2,13.800000000001589,-35.89999999999982,-0.06807017543859055
2019-04-01 14:30:00,Retail Sales (MoM)  (Feb),-0.2% vs 0.3%,-0.2% vs 0.7%,-32.2,13.800000000001589,-35.89999999999982,-0.06807017543859055
2019-04-01 16:00:00,ISM Manufacturing PMI  (Mar),55.3 vs 54.5,55.3 vs 54.2,-32.90000000000015,0.0,-36.599999999999966,-0.08104166666667023
2019-04-03 14:15:00,ADP Nonfarm Employment Change  (Mar),129K vs 184K,129K vs 197K,-6.500000000000394,6.999999999999229,-18.000000000000238,-0.023418803418801218
2019-04-03 16:00:00,ISM Non-Manufacturing PMI  (Mar),56.1 vs 58.1,56.1 vs 59.7,3.6999999999998145,16.300000000000203,-7.800000000000029,-0.003750000000006063
2019-04-04 14:30:00,Initial Jobless Claims,202K vs 216K,202K vs 212K,-0.4999999999988347,5.699999999999594,-15.199999999999658,-0.007192982456136832
2019-04-05 14:30:00,Nonfarm Payrolls  (Mar),196K vs 175K,196K vs 33K,-15.499999999999403,17.499999999999183,-19.800000000000928,-0.03450980392154654
2019-04-05 14:30:00,Unemployment Rate  (Mar),3.8% vs 3.8%,3.8% vs 3.8%,-15.499999999999403,17.499999999999183,-19.800000000000928,-0.03450980392154654
2019-04-09 16:00:00,JOLTS Job Openings  (Feb),7.087M vs 7.550M,7.087M vs 7.625M,-14.799999999999258,2.5999999999992696,-17.899999999999583,-0.0402083333333747
2019-04-10 14:30:00,Core CPI (MoM)  (Mar),0.1% vs 0.2%,0.1% vs 0.1%,-2.4000000000001798,10.399999999999299,-47.80000000000007,-0.019122807017552264
2019-04-10 14:30:00,CPI (YoY)  (Mar),1.9% vs 1.8%,1.9% vs 1.5%,-2.4000000000001798,10.399999999999299,-47.80000000000007,-0.019122807017552264
2019-04-10 14:30:00,CPI (MoM)  (Mar),0.4% vs 0.3%,0.4% vs 0.2%,-2.4000000000001798,10.399999999999299,-47.80000000000007,-0.019122807017552264
2019-04-11 14:30:00,Initial Jobless Claims,196K vs 211K,196K vs 204K,-5.9000000000009045,13.499999999999623,-12.900000000000134,-0.019824561403537364
2019-04-11 14:30:00,PPI (MoM)  (Mar),0.6% vs 0.3%,0.6% vs 0.1%,-5.9000000000009045,13.499999999999623,-12.900000000000134,-0.019824561403537364
2019-04-18 14:30:00,Core Retail Sales (MoM)  (Mar),1.2% vs 0.7%,1.2% vs -0.2%,-15.000000000000568,7.399999999999629,-20.199999999999108,-0.04736842105260299
2019-04-18 14:30:00,Initial Jobless Claims,192K vs 205K,192K vs 197K,-15.000000000000568,7.399999999999629,-20.199999999999108,-0.04736842105260299
2019-04-18 14:30:00,Retail Sales (MoM)  (Mar),1.6% vs 0.9%,1.6% vs -0.2%,-15.000000000000568,7.399999999999629,-20.199999999999108,-0.04736842105260299
2019-04-25 14:30:00,Initial Jobless Claims,230K vs 199K,230K vs 193K,9.40000000000163,29.700000000001392,-6.999999999999229,0.016315789473670336
2019-04-26 14:30:00,GDP (QoQ)  (Q1),3.2% vs 2.0%,3.2% vs 2.2%,8.799999999999919,39.80000000000095,-22.999999999999687,0.008627450980426915
2019-04-29 14:30:00,Core PCE Price Index (MoM)  (Mar),0.0% vs 0.1%,0.0% vs 0.1%,27.600000000000957,31.600000000000517,-10.099999999999554,0.037894736842088626
2019-04-29 14:30:00,Core PCE Price Index (YoY)  (Feb),1.6% vs 1.7%,1.6% vs 1.8%,27.600000000000957,31.600000000000517,-10.099999999999554,0.037894736842088626
2019-04-29 14:30:00,Core PCE Price Index (MoM)  (Feb),0.1% vs 0.2%,0.1% vs 0.1%,27.600000000000957,31.600000000000517,-10.099999999999554,0.037894736842088626
2019-04-29 14:30:00,Core PCE Price Index (YoY)  (Mar),1.6% vs 1.7%,1.6% vs 1.7%,27.600000000000957,31.600000000000517,-10.099999999999554,0.037894736842088626
2019-05-01 14:15:00,ADP Nonfarm Employment Change  (Apr),275K vs 181K,275K vs 151K,-34.79999999999927,31.000000000001027,-46.69999999999952,-0.07230769230764982
2019-05-01 16:00:00,ISM Manufacturing PMI  (Apr),52.8 vs 55.0,52.8 vs 55.3,-29.200000000000337,36.599999999999966,-41.10000000000058,-0.07458333333328533
2019-05-02 14:30:00,Initial Jobless Claims,230K vs 220K,230K vs 230K,-31.49999999999986,2.000000000002,-32.69999999999884,-0.06491228070174335
2019-05-03 14:30:00,Nonfarm Payrolls  (Apr),263K vs 181K,263K vs 189K,45.69999999999963,49.70000000000141,-20.000000000000018,0.06196078431368732
2019-05-03 14:30:00,Unemployment Rate  (Apr),3.6% vs 3.8%,3.6% vs 3.8%,45.69999999999963,49.70000000000141,-20.000000000000018,0.06196078431368732
2019-05-03 16:00:00,ISM Non-Manufacturing PMI  (Apr),55.5 vs 57.2,55.5 vs 56.1,29.799999999999827,33.8000000000016,-0.1999999999990898,0.05499999999995852
2019-05-07 16:00:00,JOLTS Job Openings  (Mar),7.488M vs 7.350M,7.488M vs 7.142M,7.600000000000939,8.900000000000574,-19.299999999999873,0.00854166666667174
2019-05-09 14:30:00,Initial Jobless Claims,228K vs 215K,228K vs 230K,22.299999999999542,55.09999999999904,-4.60000000000127,0.019473684210494176
2019-05-09 14:30:00,PPI (MoM)  (Apr),0.2% vs 0.2%,0.2% vs 0.6%,22.299999999999542,55.09999999999904,-4.60000000000127,0.019473684210494176
2019-05-10 14:30:00,CPI (YoY)  (Apr),2.0% vs 2.1%,2.0% vs 1.9%,4.899999999998794,25.599999999998957,-1.7000000000000348,0.0013725490195863582
2019-05-10 14:30:00,CPI (MoM)  (Apr),0.3% vs 0.4%,0.3% vs 0.4%,4.899999999998794,25.599999999998957,-1.7000000000000348,0.0013725490195863582
2019-05-10 14:30:00,Core CPI (MoM)  (Apr),0.1% vs 0.2%,0.1% vs 0.1%,4.899999999998794,25.599999999998957,-1.7000000000000348,0.0013725490195863582
2019-05-15 14:30:00,Core Retail Sales (MoM)  (Apr),0.1% vs 0.7%,0.1% vs 1.3%,20.100000000000673,40.000000000000036,-5.399999999999849,0.027368421052608304
2019-05-15 14:30:00,Retail Sales (MoM)  (Apr),-0.2% vs 0.2%,-0.2% vs 1.7%,20.100000000000673,40.000000000000036,-5.399999999999849,0.027368421052608304
2019-05-16 14:30:00,Initial Jobless Claims,212K vs 220K,212K vs 228K,-31.400000000001427,0.8999999999992347,-38.10000000000091,-0.06596491228067423
2019-05-23 14:30:00,Initial Jobless Claims,211K vs 215K,211K vs 212K,44.90000000000105,49.399999999999444,-31.09999999999946,0.06555360281190806
2019-05-30 14:30:00,GDP (QoQ)  (Q1),3.1% vs 3.1%,3.1% vs 2.2%,-5.9000000000009045,6.299999999999084,-19.200000000001438,-0.023157894736818518
2019-05-30 14:30:00,Initial Jobless Claims,215K vs 216K,215K vs 212K,-5.9000000000009045,6.299999999999084,-19.200000000001438,-0.023157894736818518
2019-05-31 14:30:00,Core PCE Price Index (YoY)  (Apr),1.6% vs 1.6%,1.6% vs 1.5%,15.300000000000313,27.199999999998337,-15.800000000001369,0.02999999999997449
2019-05-31 14:30:00,Core PCE Price Index (MoM)  (Apr),0.2% vs 0.2%,0.2% vs 0.1%,15.300000000000313,27.199999999998337,-15.800000000001369,0.02999999999997449
2019-06-03 16:00:00,ISM Manufacturing PMI  (May),52.1 vs 53.0,52.1 vs 52.8,42.40000000000022,60.100000000000705,-5.599999999998939,0.06520833333330718
2019-06-05 14:15:00,ADP Nonfarm Employment Change  (May),27K vs 180K,27K vs 271K,-30.399999999999316,49.5000000000001,-36.999999999998145,-0.05538461538461763
2019-06-05 16:00:00,ISM Non-Manufacturing PMI  (May),56.9 vs 55.5,56.9 vs 55.5,-47.09999999999992,0.2999999999997449,-53.69999999999875,-0.11020833333332444
2019-06-06 14:30:00,Initial Jobless Claims,218K vs 215K,218K vs 218K,15.100000000001224,47.600000000000975,-17.199999999999438,0.016491228070139342
2019-06-07 14:30:00,Unemployment Rate  (May),3.6% vs 3.6%,3.6% vs 3.6%,63.59999999999921,77.89999999999964,-0.40000000000040004,0.1158823529411868
2019-06-07 14:30:00,Nonfarm Payrolls  (May),75K vs 185K,75K vs 224K,63.59999999999921,77.89999999999964,-0.40000000000040004,0.1158823529411868
2019-06-10 16:00:00,JOLTS Job Openings  (Apr),7.449M vs 7.479M,7.449M vs 7.474M,12.300000000000644,23.600000000001398,-9.999999999998899,0.019415448851795105
2019-06-11 14:30:00,PPI (MoM)  (May),0.1% vs 0.1%,0.1% vs 0.2%,13.200000000002099,23.500000000000743,-12.599999999998168,0.015817223198631308
2019-06-12 14:30:00,Core CPI (MoM)  (May),0.1% vs 0.2%,0.1% vs 0.1%,-32.70000000000106,16.499999999999293,-41.600000000001636,-0.06368421052632786
2019-06-12 14:30:00,CPI (YoY)  (May),1.8% vs 1.9%,1.8% vs 2.0%,-32.70000000000106,16.499999999999293,-41.600000000001636,-0.06368421052632786
2019-06-12 14:30:00,CPI (MoM)  (May),0.1% vs 0.1%,0.1% vs 0.3%,-32.70000000000106,16.499999999999293,-41.600000000001636,-0.06368421052632786
2019-06-13 14:30:00,Initial Jobless Claims,222K vs 216K,222K vs 219K,-9.900000000000464,3.0999999999981043,-18.800000000001038,-0.02894736842107866
2019-06-14 14:30:00,Core Retail Sales (MoM)  (May),0.5% vs 0.5%,0.5% vs 0.5%,-61.49999999999878,0.10000000000065512,-64.10000000000026,-0.11764705882351209
2019-06-14 14:30:00,Retail Sales (MoM)  (May),0.5% vs 0.7%,0.5% vs 0.3%,-61.49999999999878,0.10000000000065512,-64.10000000000026,-0.11764705882351209
2019-06-20 14:30:00,Initial Jobless Claims,216K vs 220K,216K vs 222K,-15.200000000001879,9.199999999998099,-37.59999999999985,-0.023508771929896765
2019-06-27 14:30:00,GDP (QoQ)  (Q1),3.1% vs 3.1%,3.1% vs 3.1%,-2.8999999999990145,3.4000000000000696,-14.899999999999913,-0.014210526315754018
2019-06-27 14:30:00,Initial Jobless Claims,227K vs 220K,227K vs 217K,-2.8999999999990145,3.4000000000000696,-14.899999999999913,-0.014210526315754018
2019-06-28 14:30:00,Core PCE Price Index (MoM)  (May),0.2% vs 0.2%,0.2% vs 0.2%,-14.499999999999513,9.699999999999154,-32.00000000000092,-0.03490196078429421
2019-06-28 14:30:00,Core PCE Price Index (YoY)  (May),1.6% vs 1.6%,1.6% vs 1.6%,-14.499999999999513,9.699999999999154,-32.00000000000092,-0.03490196078429421
2019-07-01 16:00:00,ISM Manufacturing PMI  (Jun),51.7 vs 51.0,51.7 vs 52.1,-47.600000000000975,2.100000000000435,-54.09999999999915,-0.09729166666669806
2019-07-03 14:15:00,ADP Nonfarm Employment Change  (Jun),102K vs 140K,102K vs 41K,-12.300000000000644,20.299999999999763,-20.199999999999108,-0.032474226804061763
2019-07-03 14:30:00,Initial Jobless Claims,221K vs 220K,221K vs 229K,-12.700000000001044,19.899999999999363,-20.599999999999508,-0.03315696649024291
2019-07-03 16:00:00,ISM Non-Manufacturing PMI  (Jun),55.1 vs 56.1,55.1 vs 56.9,-11.100000000001664,21.499999999998742,-19.000000000000128,-0.03480083857437217
2019-07-05 14:30:00,Nonfarm Payrolls  (Jun),224K vs 160K,224K vs 72K,-42.9999999999997,0.5000000000010552,-59.19999999999925,-0.09450980392158695
2019-07-05 14:30:00,Unemployment Rate  (Jun),3.7% vs 3.6%,3.7% vs 3.6%,-42.9999999999997,0.5000000000010552,-59.19999999999925,-0.09450980392158695
2019-07-09 16:00:00,JOLTS Job Openings  (May),7.323M vs 7.470M,7.323M vs 7.372M,1.2999999999996348,7.099999999999884,-7.0000000000014495,-0.009583333333340605
2019-07-11 14:30:00,Core CPI (MoM)  (Jun),0.3% vs 0.2%,0.3% vs 0.1%,-28.399999999999537,0.2999999999997449,-36.300000000000225,-0.06350877192980822
2019-07-11 14:30:00,CPI (YoY)  (Jun),1.6% vs 1.6%,1.6% vs 1.8%,-28.399999999999537,0.2999999999997449,-36.300000000000225,-0.06350877192980822
2019-07-11 14:30:00,CPI (MoM)  (Jun),0.1% vs 0.0%,0.1% vs 0.1%,-28.399999999999537,0.2999999999997449,-36.300000000000225,-0.06350877192980822
2019-07-11 14:30:00,Initial Jobless Claims,209K vs 220K,209K vs 222K,-28.399999999999537,0.2999999999997449,-36.300000000000225,-0.06350877192980822
2019-07-12 14:30:00,PPI (MoM)  (Jun),0.1% vs 0.1%,0.1% vs 0.1%,20.500000000001073,24.599999999999067,-11.200000000000099,0.031372549019669696
2019-07-16 14:30:00,Core Retail Sales (MoM)  (Jun),0.4% vs 0.1%,0.4% vs 0.4%,-11.300000000000754,3.4000000000000696,-19.100000000000783,-0.02263157894735697
2019-07-16 14:30:00,Retail Sales (MoM)  (Jun),0.4% vs 0.1%,0.4% vs 0.4%,-11.300000000000754,3.4000000000000696,-19.100000000000783,-0.02263157894735697
2019-07-18 14:30:00,Initial Jobless Claims,216K vs 216K,216K vs 208K,55.800000000001404,59.00000000000016,-9.399999999999409,0.08666666666663843
2019-07-25 14:30:00,Initial Jobless Claims,206K vs 220K,206K vs 216K,39.09999999999858,79.29999999999993,-7.099999999999884,0.06280701754384259
2019-07-26 14:30:00,GDP (QoQ)  (Q2),2.1% vs 1.8%,2.1% vs 3.1%,-14.899999999999913,2.100000000000435,-27.600000000000957,-0.04294117647062139
2019-07-30 14:30:00,Core PCE Price Index (MoM)  (Jun),0.2% vs 0.2%,0.2% vs 0.2%,4.00000000000178,10.100000000001774,-12.999999999998568,-0.0031578947367770917
2019-07-30 14:30:00,Core PCE Price Index (YoY)  (Jun),1.6% vs 1.7%,1.6% vs 1.5%,4.00000000000178,10.100000000001774,-12.999999999998568,-0.0031578947367770917
2019-07-31 14:15:00,ADP Nonfarm Employment Change  (Jul),156K vs 150K,156K vs 112K,-81.10000000000062,1.8999999999991246,-90.79999999999977,-0.15863247863249305
2019-08-01 14:30:00,Initial Jobless Claims,215K vs 214K,215K vs 207K,43.000000000001926,56.100000000001145,-12.799999999999478,0.07228070175439982
2019-08-01 16:00:00,ISM Manufacturing PMI  (Jul),51.2 vs 52.0,51.2 vs 51.7,39.5000000000012,52.60000000000042,0.0,0.08083333333334017
2019-08-02 14:30:00,Nonfarm Payrolls  (Jul),164K vs 164K,164K vs 193K,6.6000000000010495,17.300000000000093,-20.999999999999908,-0.003921568627450548
2019-08-02 14:30:00,Unemployment Rate  (Jul),3.7% vs 3.7%,3.7% vs 3.7%,6.6000000000010495,17.300000000000093,-20.999999999999908,-0.003921568627450548
2019-08-05 16:00:00,ISM Non-Manufacturing PMI  (Jul),53.7 vs 55.5,53.7 vs 55.1,35.69999999999851,36.49999999999931,0.0,0.07249999999999386
2019-08-06 16:00:00,JOLTS Job Openings  (Jun),7.348M vs 7.450M,7.348M vs 7.384M,28.500000000000192,33.39999999999898,-1.7000000000000348,0.04604166666663523
2019-08-08 14:30:00,Initial Jobless Claims,209K vs 215K,209K vs 217K,2.1999999999988695,41.199999999999015,-14.199999999999768,-0.01754385964908971
2019-08-09 14:30:00,PPI (MoM)  (Jul),0.2% vs 0.2%,0.2% vs 0.1%,-0.3999999999981796,25.600000000001177,-9.199999999998099,-0.005686274509775866
2019-08-13 14:30:00,CPI (MoM)  (Jul),0.3% vs 0.3%,0.3% vs 0.1%,-47.59999999999876,4.8000000000003595,-49.999999999998934,-0.09684210526315738
2019-08-13 14:30:00,CPI (YoY)  (Jul),1.8% vs 1.7%,1.8% vs 1.6%,-47.59999999999876,4.8000000000003595,-49.999999999998934,-0.09684210526315738
2019-08-13 14:30:00,Core CPI (MoM)  (Jul),0.3% vs 0.2%,0.3% vs 0.3%,-47.59999999999876,4.8000000000003595,-49.999999999998934,-0.09684210526315738
2019-08-15 14:30:00,Core Retail Sales (MoM)  (Jul),1.0% vs 0.4%,1.0% vs 0.3%,-43.09999999999814,0.0,-56.89999999999973,-0.07719298245612016
2019-08-15 14:30:00,Initial Jobless Claims,220K vs 214K,220K vs 211K,-43.09999999999814,0.0,-56.89999999999973,-0.07719298245612016
2019-08-15 14:30:00,Retail Sales (MoM)  (Jul),0.7% vs 0.3%,0.7% vs 0.3%,-43.09999999999814,0.0,-56.89999999999973,-0.07719298245612016
2019-08-22 14:30:00,Initial Jobless Claims,209K vs 216K,209K vs 221K,-1.5999999999993797,16.599999999999948,-14.299999999998203,-0.009824561403483537
2019-08-29 14:30:00,GDP (QoQ)  (Q2),2.0% vs 2.0%,2.0% vs 2.1%,-15.099999999999003,20.000000000000018,-31.09999999999946,-0.031107205623910252
2019-08-29 14:30:00,Initial Jobless Claims,215K vs 215K,215K vs 211K,-15.099999999999003,20.000000000000018,-31.09999999999946,-0.031107205623910252
2019-08-30 14:30:00,Core PCE Price Index (MoM)  (Jul),0.2% vs 0.3%,0.2% vs 0.2%,-48.09999999999981,13.400000000001189,-72.90000000000019,-0.09273084479369684
2019-08-30 14:30:00,Core PCE Price Index (YoY)  (Jul),1.6% vs 1.6%,1.6% vs 1.6%,-48.09999999999981,13.400000000001189,-72.90000000000019,-0.09273084479369684
2019-09-03 16:00:00,ISM Manufacturing PMI  (Aug),49.1 vs 51.1,49.1 vs 51.2,23.300000000001653,30.700000000001282,0.0,0.03916666666670584
2019-09-05 14:15:00,ADP Nonfarm Employment Change  (Aug),195K vs 148K,195K vs 142K,-22.400000000000198,27.500000000000302,-25.200000000000777,-0.04598290598289219
2019-09-05 14:30:00,Initial Jobless Claims,217K vs 215K,217K vs 216K,-21.499999999998742,28.400000000001757,-24.299999999999322,-0.04491228070173308
2019-09-05 16:00:00,ISM Non-Manufacturing PMI  (Aug),56.4 vs 54.0,56.4 vs 53.7,-46.599999999998865,0.0,-49.399999999999444,-0.10666666666662995
2019-09-06 14:30:00,Unemployment Rate  (Aug),3.7% vs 3.7%,3.7% vs 3.7%,-6.200000000000649,25.999999999999357,-7.200000000000539,-0.0241176470588335
2019-09-06 14:30:00,Nonfarm Payrolls  (Aug),130K vs 160K,130K vs 159K,-6.200000000000649,25.999999999999357,-7.200000000000539,-0.0241176470588335
2019-09-10 16:00:00,JOLTS Job Openings  (Jul),7.217M vs 7.311M,7.217M vs 7.248M,9.099999999999664,12.499999999999734,-9.099999999999664,0.009791666666638296
2019-09-11 14:30:00,PPI (MoM)  (Aug),0.1% vs 0.1%,0.1% vs 0.2%,3.300000000001635,8.40000000000174,-20.399999999998197,-0.0021052631579085287
2019-09-12 14:30:00,Core CPI (MoM)  (Aug),0.3% vs 0.2%,0.3% vs 0.3%,96.70000000000067,120.60000000000181,-39.69999999999807,0.15543859649122577
